,Unnamed: 0,label,text,split,sentence
73,73,0,@anonymized_account @anonymized_account @anonymized_account @anonymized_account A co będzie jak Kuba nigdy niewroci?,2.0,
74,74,0,@anonymized_account Tym w sejmie też? Banda hipokrytów i złodziei.,1.0,
75,75,0,"W każdej z czterech grup będzie walka o zwycięstwo premiowane awansem do CLJ. Bardzo potrzebne rozwiązanie, brawo.",1.0,
76,76,0,@anonymized_account Tak się poznałam z moim chłopakiem 😂 czasami warto,1.0,
77,77,0,@anonymized_account nelly furtado a tytuł forco czy cos takiego,1.0,
78,78,0,"@anonymized_account Mów prawdę, kto was skrzywdził",0.0,
79,79,0,@anonymized_account jestem tu od 2013 xd,0.0,
80,80,0,@anonymized_account Ta kadra to rocznik 2002,1.0,
81,81,0,"Posiada sensor CGM , ciągły monitoring glikemii, w końcu.",1.0,
82,82,0,"Jeszcze żaden Polak nie wystąpił w meczu gwiazd NBA, nie licząc Mietka Paciaciaka ;) Pomóżmy Marcinowi Gortatowi być 1 @anonymized_account #NBAVOTE",1.0,
83,83,0,"RT @anonymized_account Jeszcze żaden Polak nie wystąpił w meczu gwiazd NBA, nie licząc Mietka Paciaciaka ;) Pomóżmy Marcinowi Gortatowi być 1…",1.0,
84,84,0,@anonymized_account No kurwa myślałem że na Podlasiu,2.0,
85,85,0,"@anonymized_account @anonymized_account Tak, to nawet lepsze rozwiązanie.",0.0,
86,86,0,"@anonymized_account @anonymized_account Koń by się uśmiał, TVN24 i TVN wolne media? Bardziej perfidnego łgarstwa nie słyszałem.. 🤔",1.0,
87,87,0,"RT @anonymized_account @anonymized_account @anonymized_account Koń by się uśmiał, TVN24 i TVN wolne media? Bardziej perfidnego łgarstwa nie słyszałem.. 🤔",0.0,
88,88,0,@anonymized_account Gdzie ja wtedy byłam? ;-),0.0,
89,89,0,@anonymized_account @anonymized_account @anonymized_account Midze sie nudziło i se coś na kolanie napisał i macie sensacje,1.0,
90,90,0,"@anonymized_account Dzisiaj wrócił do treningów, czyli zdążyli 😉",0.0,
91,91,0,"@anonymized_account @anonymized_account @anonymized_account @anonymized_account Nie wiem, zerknij na 90minut",0.0,
92,92,0,@anonymized_account @anonymized_account Z motłochem nie dyskutuję tylko daje bany. A Pani @anonymized_account gratuluję obrońcy.,0.0,
93,93,0,@anonymized_account możesz też zawsze po prostu zapytać kiedy się urodziłam. Albo wpisać hasztag #100latKasiaPawlak ;-),1.0,
94,94,0,"@anonymized_account ale z kategoriami moim zdaniem przesadzają.Sponsor roku, serce, impreza ? Bez jaj",0.0,
95,95,0,@anonymized_account Prezes się cieszy ze Wisla odpadła bo w razie finału Legia-Wisla znów by musiał finał odwoływać,1.0,
96,96,0,"Bratowa wysłała mi zdjęcie bratanicy z rozpoczęcia roku, idzie do pierwszej klasy, biedactwo nie wie co ją czeka",1.0,
97,97,0,@anonymized_account szybkie pytanie do @anonymized_account Ręka Sadloka była zagraniem umyślnym ?,0.0,
98,98,0,@anonymized_account Dzień w którym Abidal sprzedał i kupił A.Vidala 😉,0.0,
99,99,0,@anonymized_account Równie dobrze można gola stracić :),1.0,
100,100,0,"@anonymized_account Chorwaci przerżną w końcówce dogrywki, wiadomo.",0.0,
101,101,0,"@anonymized_account Nasze dzieci będą zdegustwani, był taki PiS, taki @anonymized_account , historia populizmu i głupoty w latach 2015-2019, margines",0.0,
102,102,0,"@anonymized_account O, myślałam, że nikt już nie używa \""mnie\"" tylko \""mi\"".",0.0,
103,103,0,@anonymized_account @anonymized_account @anonymized_account Na nowym stadionie West Hamu też to widziałem.,0.0,
104,104,0,@anonymized_account @anonymized_account zawodnik w sezonie może grać w barwach dwóch klubów więc jeszcze nic straconego :),0.0,
105,105,0,ciekawe czy faktycznie jest taki zakład bo jeśli tak to nieźle XD,1.0,
106,106,1,"@anonymized_account Hehe, do gazu, hehe jeszcze jakieś emotikony wrzuć",0.0,
107,107,0,"Qrwa!! I niech mi nikt nie mówi, że czary to jakiś zabobon!! Chłopaki mają sztywne nogi!",2.0,
108,108,0,"Od 01.10.2018 każde sprawozdanie finansowe w formie elektronicznej, zgodne ze strukturą jpk",1.0,
109,109,0,Na TVP Kraków padła właśnie informacja że rozmowy z potencjalnym kupcem Wisły przełożony z dziś na jutro.,0.0,
110,110,0,RT @anonymized_account Na TVP Kraków padła właśnie informacja że rozmowy z potencjalnym kupcem Wisły przełożony z dziś na jutro.,1.0,
111,111,0,@anonymized_account NIECH JESZCZE DADZĄ LEKTORA I NA GŁÓWNA POSTAĆ MÓWIĄ NADZIEJA,0.0,
112,112,0,RT @anonymized_account @anonymized_account NIECH JESZCZE DADZĄ LEKTORA I NA GŁÓWNA POSTAĆ MÓWIĄ NADZIEJA,1.0,
113,113,0,"@anonymized_account Nie no ludzie, żeby robić artykuł na temat jednego tweeta ?...",0.0,
114,114,0,"@anonymized_account Jak powiem, że pierwsze słysze, to będzie kompromitacja czy nie? 😄",2.0,
115,115,0,"@anonymized_account Usuń konto, wytrzeźwiej buduj od nowa",1.0,
116,116,1,"@anonymized_account @anonymized_account @anonymized_account Sekta, cha, cha, cha, obudź się z hipnozy, jesteś bolszewikiem",1.0,
117,117,0,Nie wstanę kurde nie ma opcji,0.0,
118,118,0,"@anonymized_account @anonymized_account Spokojnie, u mnie też Kaczarawa na kapitanie + Cvijanović :)",0.0,
119,119,0,"niech ładny chłopiec z kręconymi włosami do mnie napisze: jutro, zaraz, teraz",0.0,
120,120,0,"RT @anonymized_account niech ładny chłopiec z kręconymi włosami do mnie napisze: jutro, zaraz, teraz",0.0,
121,121,0,"@anonymized_account im ktoś gorzej widzi, dłużej musi czekać, choć ten, który widzi lepiej, dłużej poradzi sobie bez okularów. 😨",0.0,
122,122,0,"@anonymized_account Oj, no to powodzenia! Co tam będziesz musiała robić? 🤭",0.0,
123,123,0,"@anonymized_account @anonymized_account @anonymized_account @anonymized_account Chyba nie, Marcin mówił coś o '89.",1.0,
124,124,0,"@anonymized_account Przeczytaj mojego kolejnego twitta to zobaczysz, że nie umknęło i co sądze o poziomie tego meczu.",0.0,
125,125,0,"@anonymized_account Tylko nie w dupę, to dla niektórych z nich byłaby przyjemność.",0.0,
126,126,0,@anonymized_account @anonymized_account Widać chcą wiecej polskich mord gotujacych koninę,1.0,
127,127,0,@anonymized_account No to jak się przegrywa cały czas to lepiej przestać grać :),1.0,
128,128,0,"@anonymized_account @anonymized_account @anonymized_account Widzę, że sami się znajdują.",0.0,
129,129,0,@anonymized_account Napewno mam niezaktualizowanego może dlatego,0.0,
130,130,0,"@anonymized_account @anonymized_account Smokowski mówił że Wisła ma piłkarzy 3 sortu, a Wieszczycki deprecjonował dobrą prace Kiko",0.0,
131,131,0,"więc zaczynam oglądać Do wszystkich chłopców, których kochałam bo wszyscy o tym mówią i aż chcę to sprawdzić",1.0,
132,132,0,"@anonymized_account Ban,ban i jeszcze raz ban! Co za prymitywne dno!",0.0,
133,133,1,"@anonymized_account @anonymized_account Jasne, bo debile oglądający tvpis płaczą tylko na m jak miłość",0.0,
134,134,0,@anonymized_account @anonymized_account @anonymized_account W stop klatkach widać ze jak by to było po stronie drugiej (legi) to karny by był,0.0,
135,135,1,Zdrady stanu to Donald Tusk dopuścił się już w 2010 r kiedy dodał Rosjanom śledztwo w sprawie katastrofy smoleńskiej.,1.0,
136,136,0,@anonymized_account Na marginesie jestem córką biskupa,1.0,
137,137,0,@anonymized_account Przejdzie historii: jak tworzyć kłamstwo w dobie powszechnego dostępu do informacji,0.0,
138,138,0,@anonymized_account Od ok 8 lat używam kolejnych modeli HTC i nigdy mnie nie zawiodły.,1.0,
139,139,1,@anonymized_account @anonymized_account Ty się oszuście i kłamco od nas odpierdol. My sobie damy radę bez twoich kłamstw,1.0,
140,140,0,@anonymized_account @anonymized_account @anonymized_account odważne słowa jak na legioniste! 😂😂😂,0.0,
141,141,0,@anonymized_account @anonymized_account Załatwi to jedno głosowanie w sejmie i żadne demonstracje nie będą miały na to wpływu.,1.0,
142,142,0,@anonymized_account @anonymized_account @anonymized_account Krzyż celtycki w Irlandii debilu ma kompletnie inne znaczenie niż u neofaszystów.,1.0,
143,143,0,"@anonymized_account Coś w tym jest,bo ja też😁😁😁. I jeszcze bym dodał Dominisię W. której infantylizm mnie totalnie osłabia.",0.0,
144,144,0,@anonymized_account @anonymized_account Gdzie oni znajdują takich dupków,1.0,
145,145,0,"mój stres zaczął się stresować swoim własnym stresem, które również się stresuje ja pierdole dość",0.0,
146,146,0,"RT @anonymized_account mój stres zaczął się stresować swoim własnym stresem, które również się stresuje ja pierdole dość",0.0,
147,147,0,"@anonymized_account @anonymized_account @anonymized_account @anonymized_account @anonymized_account dojdzie Brlek, Stilić wróci do formy, obcokrajowcy się zaaklimatyzują i bedzie dobrze💪",1.0,
148,148,0,@anonymized_account @anonymized_account @anonymized_account Brawo grzechu za Twój powrót do żywych\n W Rosji pokaż swoją moc,1.0,
149,149,0,@anonymized_account @anonymized_account @anonymized_account @anonymized_account Wonder!! Chyba cię....😁😁😁😁😁.No dobra. Na jaki?😁😁😁,0.0,
150,150,0,"@anonymized_account Ja mam uczulenie na dobrą zmianę, ale to dłuższa historiac",0.0,
151,151,0,"@anonymized_account Różnicy nie ma, bo pisali wtedy, że nie można zsyłać zawodników do rezerw ;P",0.0,
152,152,1,@anonymized_account Żal ci biedaku??? Gdyby nie Kaczyński to by je twoi przyjaciele z PO rozkradl,0.0,
153,153,1,RT @anonymized_account @anonymized_account Żal ci biedaku??? Gdyby nie Kaczyński to by je twoi przyjaciele z PO rozkradl,0.0,
154,154,0,Dobry dzień na przypomnienie sobie genezy gwiazdek na fladze #UE #deklaracjaRzymska,1.0,
155,155,1,"Sekta kurwa, jakaś niepojęta radość, każde konto pisdzielskie tylko o jednym",1.0,
156,156,0,"@anonymized_account @anonymized_account Nie wierzę, bez zaświadczenia od proboszcza?",0.0,
157,157,0,@anonymized_account I chyba wtedy byś niezaprzeczyla?,0.0,
158,158,0,@anonymized_account Tak naprawdę czy będziemy w spadkowej czy mistrzowskiej to i tak czekają nas sparingi.,1.0,
159,159,1,"@anonymized_account Jebać, jebać, nic się nie bać.",0.0,
160,160,1,"@anonymized_account Jakiej pracy, ty już pajacu nie wiesz na czym się lansować. Sejm nie pracuje.",1.0,
161,161,0,Kilogramy rozmnażają się przez pączkowanie 😣😖\n#TłustyCzwartek,1.0,
162,162,0,@anonymized_account @anonymized_account Nie działają i lepiej działać szybko bo klienci nie maja dostępu do środków na kontach,0.0,
163,163,0,@anonymized_account @anonymized_account @anonymized_account jutro walczycie ? Normalnie rycerze ! A gdzie byliście wcześniej ? A zapomniałem że nie o L chodziło,0.0,
164,164,0,"@anonymized_account Ale to głupie, rdzennie głupie, bardziej głupie już być nie może",0.0,
165,165,0,@anonymized_account Szczególnie Vestenicky.Podczas wypożyczenia nic nie pokazał a go wykupili za 500 tys euro 😂👏,1.0,
166,166,0,@anonymized_account Już się boję. Postraszy mnie Pan kolegami narodowcami?,1.0,
167,167,0,@anonymized_account Co nie było blisko? Bo nie rozumiem.,0.0,
168,168,0,@anonymized_account @anonymized_account A od kiedy komentatorzy na Sky to wyrocznia?,1.0,
169,169,0,@anonymized_account @anonymized_account Nazwisko tego babska😁😁😁😁. Bo Wczoraj był na MO😁😁😀,0.0,
170,170,0,"@anonymized_account Zbiera się do kontrataku, dla swojego pryncypala pójdzie w bój, patrityczna dusza,  co nie @anonymized_account ?",0.0,
171,171,0,@anonymized_account a w kolejnych fajnie jakby grał na lewej za Sadloka @anonymized_account,0.0,
172,172,0,@anonymized_account byłem w pracy ale zaraz odpalam meczyk na yt.Dzięki za walke !!!!:),0.0,
173,173,0,@anonymized_account @anonymized_account jakie 0 motywacji ? Jest chyba różnica mieć medal albo go niemieć,0.0,
174,174,0,@anonymized_account Niby nie macie czy niby nie mit? 😂😂,0.0,
175,175,0,@anonymized_account Ja bym był ostrożny😁😁😁A jak ma na imię?,1.0,
176,176,0,@anonymized_account @anonymized_account @anonymized_account Tak to jest jak ktoś nie wie do którego lekarza iść najpierw.,0.0,
177,177,0,"@anonymized_account @anonymized_account No nie dziwie się w sumie. Dobrze, że tylko raz dzwonił",0.0,
178,178,0,@anonymized_account @anonymized_account Wasz świat? To się w nim zamknijcie i nie wystawiajcie nosa.,0.0,
179,179,0,@anonymized_account @anonymized_account Przyjaciół to niech on sobie szuka za swoje prywatne pieniądze. I niech robi z siebie idiotę na własny rachunek.,1.0,
180,180,0,imagine sie komus podobac??? ze ktos sie stara o TWOJA uwage??? can’t relate,0.0,
181,181,0,RT @anonymized_account imagine sie komus podobac??? ze ktos sie stara o TWOJA uwage??? can’t relate,0.0,
182,182,0,@anonymized_account @anonymized_account @anonymized_account a Portugalia jak zagrała ?,0.0,
183,183,0,"Pierwsze zdanie: \""Paczka papierosów kosztuje 4 miliardy marek\"".\n#JajoWęża teraz na @anonymized_account",1.0,
184,184,0,@anonymized_account @anonymized_account No to tym bardziej :),0.0,
185,185,0,@anonymized_account Ja przynajmniej mam profilowe i nie chowam się za awatarem. Ale bohaterów MW na to nie stać i w sumie nic w tym dziwnego.,0.0,
186,186,1,@anonymized_account Czego się spodziewać po członku żydowskiego amerykańskiego lobby. Lata na kolanach przed żydami zrobiło swoje.,1.0,
187,187,1,RT @anonymized_account @anonymized_account Czego się spodziewać po członku żydowskiego amerykańskiego lobby. Lata na kolanach przed żydami zrobiło swoj…,0.0,
188,188,0,@anonymized_account Co ty człowieku pijesz z rana?,0.0,
189,189,0,@anonymized_account @anonymized_account pewnie narządy też wkrótce sprzeda :D,0.0,
190,190,0,@anonymized_account w zeszłym sezonie to samo pisałeś ?,0.0,
191,191,1,"Picie to przyszłość, piękna i nieznana, szukajcie zapomnienia, próbujcie różnych trunków, łączcie środki psychoaktywne, powodzenia",0.0,
192,192,1,@anonymized_account Ale ty jesteś żenujący. Dno metr mułu.,1.0,
193,193,0,"@anonymized_account spoko, nigdy nie daje unfollow aktywnym ludziom, tylko tym, którzy nie piszą nic od miesięcy albo dali mi unfollow",0.0,
194,194,0,"\""- Co to jest tajmlajn na fejsie?\n- Zmarszczki\"".",1.0,
195,195,0,@anonymized_account może trzeba chłopaków na crossfit zabierać ?:),0.0,
196,196,1,"@anonymized_account znacznie bliżej jest mi muzułmanin  czy indus, niż katolicka, łysa swołocz ze wschodu europy, do tego rasistowska",1.0,
197,197,0,Dzisiaj o 18.00 Strefa Kibica w Radiu Akadera. Zapraszamy.,0.0,
198,198,0,@anonymized_account Nie powinno być źle o ile się utrzymamy :P,1.0,
199,199,0,@anonymized_account Spokojnie trzeba ta porażkę wziąść na klatę mecz się tak ułożył nie inaczej napewno gorsi dużo my niebyli.,0.0,
200,200,0,@anonymized_account Ale się cieszą. Wreszcie koniec i będzie można wypić te.zapasy z plecaka.,1.0,
201,201,0,"@anonymized_account @anonymized_account Ofertę przedłużenis kontraktu ponoć dostał od Wisły, ale jej nie zaakceptował.",0.0,
202,202,0,Dziś o godz. 20:00 Prezydent RP wygłosi orędzie.,2.0,
203,203,0,RT @anonymized_account Dziś o godz. 20:00 Prezydent RP wygłosi orędzie.,0.0,
204,204,0,@anonymized_account myślałem że się przychodzi na stadion dla drużyny a nie na poszczególnych piłkarzy,0.0,
205,205,0,@anonymized_account kibicom chodzi raczej o postawe dziennikarzy a nie klubu.,0.0,
206,206,0,"@anonymized_account @anonymized_account Nie trzeba Algierczyków, wystarczy kilku polskich katechetów.",1.0,
207,207,0,"@anonymized_account Barcelona z Messim (ta obecna) by taki mecz wygrała 1:0, albo jakiś Suarez by coś wcisnął :P",1.0,
208,208,0,"@anonymized_account @anonymized_account TW Wolfgang, TW Faraon i TW Rycerz,TW Balbina, TW Michał \nKto mieczem wojuje, ten od pochwy ginie",1.0,
209,209,0,@anonymized_account @anonymized_account Zgadza się ale przecież nas niestac żeby komin płacowy zacząć od.carlitosa,0.0,
210,210,1,"@anonymized_account @anonymized_account @anonymized_account Low kick, kolano łokieć, blacha na czoło i stara leży",1.0,
211,211,0,"@anonymized_account Niestety obrazki będą też zielone, czarne i brunatne.",0.0,
212,212,0,Ktoś założył fejkowe konto i ogląda WSZYSTKIE moje story,0.0,
213,213,0,"@anonymized_account @anonymized_account Życie, zdarza się. Jednak od takiego rzutu wolnego do gola droga dość daleka.",1.0,
214,214,0,@anonymized_account a wydanie 500 tys euro gdy się nie ma pieniędzy nie jest strzałem w kolano ?,0.0,
215,215,1,"@anonymized_account Wio endekdu, ścierwa, zdrajcy, szubienica",1.0,
216,216,0,"@anonymized_account nie dziwie się, to było dość cwane :)",2.0,
217,217,0,@anonymized_account Raczey! Jutro będzie jej odczytywane przez cały dzień ;-),1.0,
218,218,0,"@anonymized_account Kto będzie pił te mleko, gdzie będą jeździły tiry, meble, okna ty maly kogucie",0.0,
219,219,0,"@anonymized_account @anonymized_account @anonymized_account @anonymized_account Nie myli się tylko ten, co nic nie robi.",0.0,
220,220,0,Mama będzie mi obcinać włosy boje się,0.0,
221,221,0,@anonymized_account @anonymized_account @anonymized_account @anonymized_account No to muszą ci nieźle płacić za wierszówki.,1.0,
222,222,0,@anonymized_account czy masz info jakie obecnie Ondrasek ma zarobki w Wiśle?,0.0,
223,223,0,@anonymized_account Jaka kwota wykupienia go po roku??,1.0,
224,224,0,@anonymized_account @anonymized_account @anonymized_account Dla kogo pracował? Nie przy śniadaniu bo się udławić można z wrażenia. Poproszę 5 przykładów zatem.,0.0,
225,225,0,"@anonymized_account @anonymized_account @anonymized_account Widzę, że dalej nie rozumiesz. No nic idę oglądać LM. Pozdro.",0.0,
226,226,0,"@anonymized_account @anonymized_account jeśli masz TV włączony od 8:00 do 1:00, a reklama pojawia się 3 x na godzinę, po 2 mies. jesteś na granicy obłędu.",1.0,
227,227,0,@anonymized_account @anonymized_account A co o włoskich faszystach i węgierskich nacjonalistach?,0.0,
228,228,0,@anonymized_account @anonymized_account Dojenie kasy przez rząd\nKompromitacja Morawieckiego w Niemczech\nKaczyński twórca państwa Polskiego w 2016 roku,1.0,
229,229,0,@anonymized_account Jeszcze w nastepnej kolejce pewnie jakis piątek,0.0,
230,230,0,@anonymized_account @anonymized_account i oczywiście było pytanie czy nie boi się o przyszłość Wisły 😂 przechodzicie samych siebie,0.0,
231,231,0,"@anonymized_account no ja właśnie to samoXD znaczy wiem ze Emre wbija często, bo jego żona jest polką ale no",1.0,
232,232,0,"@anonymized_account Nic nie mogą. Ale ich brak może spowodować, że strajkujący szybciej się z Sejmu wyniosą.",0.0,
233,233,0,@anonymized_account @anonymized_account @anonymized_account Przecież jak go zamkną to o czym ty będziesz pisał ? Twoje życie straci sens...,2.0,
234,234,0,@anonymized_account @anonymized_account To zaraz porobie screeny od momentu od którego jest zablokowane :),0.0,
235,235,0,"@anonymized_account Ktoś przestał słodzić, ktoś kto dużo słodził",0.0,
236,236,0,"@anonymized_account @anonymized_account @anonymized_account No to po co się zgodził na klauzule dopiero po zakończeniu przyszłego sezonu, a nie od razu ?",1.0,
237,237,0,"@anonymized_account Jest to prawda. Ale MSZ powinien. On pewnie myślał, że jest w Pisowskiej Polsce i wszystkoi wolno.😀😀😀",0.0,
238,238,0,@anonymized_account delikatnie nie po drodze :D,1.0,
239,239,0,@anonymized_account @anonymized_account No to 0:0 murowane (bo mam też ludzi z Cracovii),0.0,
240,240,0,"@anonymized_account Może ogłuszyły go te korki od szampanów, które strzelały po podpisaniu kontraktu Sadloka z Jagiellonią ?",0.0,
241,241,0,"Panie i panowie, totalna porażka @anonymized_account w miastach. \nT O T A L N A \nTo bardzo ważny znak.",0.0,
242,242,0,"RT @anonymized_account Panie i panowie, totalna porażka @anonymized_account w miastach. \nT O T A L N A \nTo bardzo ważny znak.",1.0,
